CurrentDate|ActivityGroup|NikeIncTeam|RetailerId|RetailerName|RetailerDivisionName|StoreNumber|LocationPK|StoreName|EnglishLanguageAddressLine1|EnglishLanguageAddressLine2|EnglishLanguageAddressLine3|EnglishLanguageAddressCity|EnglishLanguageAddressState|EnglishLanguageAddressPostalCode|EnglishLanguageAddressCountry|EnglishLanguageAddressRegion|EnglishLanguageAddressCounty|EnglishLanguageAddressArea|EnglishLanguageAddressProvince|EnglishLanguageStoreRank|EnglishLanguageStoreType|EnglishLanguageDemographic|EnglishLanguageClimate|EnglishLanguageCompStoreInd|EnglishLanguageBBG|EnglishLanguageChannel|LocalLanguageAddressLine1|LocalLanguageAddressLine2|LocalLanguageAddressLine3|LocalLanguageAddressCity|LocalLanguageAddressState|LocalLanguageAddressPostalCode|LocalLanguageAddressCountry|LocalLanguageAddressRegion|LocalLanguageAddressCounty|LocalLanguageAddressArea|LocalLanguageAddressProvince|LocalLanguageStoreRank|LocalLanguageStoreType|LocalLanguageDemographic|LocalLanguageClimate|LocalLanguageCompStoreInd|LocalLanguageInternationalStoreName|LocalLanguageBBG|LocalLanguageChannel|PhoneNumber|OpenDate|CloseDate|SquareFeet|POSId
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG DS BEST|005072493|-2145747420|LOTTE GANGNAM|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG KID DS BEST|005072481|-2145747419|KID LOTTE YEONGDEUNGPO|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG KID DS BEST|005072482|-2145747418|KID LOTTE JAMSIL|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG LOTTE WCOM|005072444|-2145747417|WCOM LOTTECOM DS|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG LOTTEIMALL WCOM|005072480|-2145747416|WCOM LOTTEIMALLCOM DS|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG LOTTEPREMIUM WCOM|005072483|-2145747415|WCOM LOTTEPREMIUM MALL|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG NSW DS BEST|005072484|-2145747414|LOTTE GANGNAM KL|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG NSW DS BEST|005072494|-2145747413|NSW LOTTE JAMSIL|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG NSW DS BEST|005072495|-2145747412|NSW LOTTE YEONGDEUNGPO|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG NSW DS BEST|005072496|-2145747411|NSW LOTTE YOUNG PLAZA MD|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG WCOM KID|005072485|-2145747410|WCOM KID LLOTTE|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG WCOM KID|005072486|-2145747409|WCOM KID LLOTTE 2|SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||SEONGNAM-SI JUNGWON-GU|||GYEONGGI-DO||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 18 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG BETTER|005072479|-2145747405|EUNGWANG BETTER|SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 17 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG DS BEST|005072401|-2145747404|EUNGWANG DS BEST|SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 10 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG KID DS BEST|005072475|-2145747403|EUNGWANG KID DS BEST|SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 17 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG LOTTE WCOM|005072448|-2145747402|EUNGWANG LOTTE WCOM|SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 17 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG LOTTEIMALL WCOM|005072419|-2145747401|EUNGWANG LOTTEIMALL WCOM|SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 17 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG LOTTEPREMIUM WCOM|005072476|-2145747400|EUNGWANG LOTTEPREMIUM WCOM|SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 17 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG NSW DS BEST|005072477|-2145747399|EUNGWANG NSW DS BEST|SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 17 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG WCOM KID|005072478|-2145747398|EUNGWANG WCOM KID|SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||SONGPA-GU SONGPA-DAERO|||SEOUL||000-000||NIKESTORES_STRATEGIC|||||0||||||||Oct 17 2016 12:00AM|||
2017-02-04|Nike|EM - KOREA|-20928|EUNGWANG|EUNGWANG LOTTE WCOM|005073891|-2145740725|||||||||NIKESTORES_STRATEGIC|||||0|||||||||||||NIKESTORES_STRATEGIC|||||0|||||||||||
